name,geoid,county,state,cases,c_avg,c_avg_100
"Marion, Oregon",41047,Marion,Oregon,0,66.43,19.1
"Hill, Montana",30041,Hill,Montana,0,3.14,19.07
"Richmond, Virginia",51159,Richmond,Virginia,0,1.71,19.0
"Kenai Peninsula Borough, Alaska",02122,Kenai Peninsula Borough,Alaska,0,11.14,18.98
"Stevens, Minnesota",27149,Stevens,Minnesota,0,1.86,18.94
"Monroe, Pennsylvania",42089,Monroe,Pennsylvania,0,32.14,18.88
"Kittitas, Washington",53037,Kittitas,Washington,0,9.0,18.78
"Lorain, Ohio",39093,Lorain,Ohio,0,58.14,18.77
"Marshall, Illinois",17123,Marshall,Illinois,0,2.14,18.73
"Brunswick, North Carolina",37019,Brunswick,North Carolina,0,26.71,18.7
"Waushara, Wisconsin",55137,Waushara,Wisconsin,0,4.57,18.7
"Sarasota, Florida",12115,Sarasota,Florida,0,81.0,18.67
"Campbell, Tennessee",47013,Campbell,Tennessee,0,7.43,18.65
"Sumter, Florida",12119,Sumter,Florida,0,24.64,18.61
"Cameron, Texas",48061,Cameron,Texas,19,78.57,18.57
"Charles City, Virginia",51036,Charles City,Virginia,0,1.29,18.46
"Ottawa, Michigan",26139,Ottawa,Michigan,0,53.86,18.45
"Bucks, Pennsylvania",42017,Bucks,Pennsylvania,0,115.86,18.44
"Johnson, Illinois",17087,Johnson,Illinois,0,2.29,18.41
"Tuolumne, California",06109,Tuolumne,California,0,10.0,18.36
"Winchester city, Virginia",51840,Winchester city,Virginia,0,5.14,18.32
"Faribault, Minnesota",27043,Faribault,Minnesota,0,2.5,18.31
"Fulton, Illinois",17057,Fulton,Illinois,0,6.29,18.3
"Washburn, Wisconsin",55129,Washburn,Wisconsin,0,2.88,18.29
"Wheeler, Nebraska",31183,Wheeler,Nebraska,0,0.14,18.24
"Porter, Indiana",18127,Porter,Indiana,0,31.0,18.19
"Saginaw, Michigan",26145,Saginaw,Michigan,0,34.57,18.14
"Colonial Heights city, Virginia",51570,Colonial Heights city,Virginia,0,3.14,18.09
"Dubuque, Iowa",19061,Dubuque,Iowa,0,17.57,18.06
"Clay, Arkansas",05021,Clay,Arkansas,1,2.63,18.04
"Carbon, Pennsylvania",42025,Carbon,Pennsylvania,0,11.57,18.03
"Bay, Michigan",26017,Bay,Michigan,0,18.57,18.01
"Barron, Wisconsin",55005,Barron,Wisconsin,0,8.14,18.0
"Weakley, Tennessee",47183,Weakley,Tennessee,0,6.0,18.0
"Aitkin, Minnesota",27001,Aitkin,Minnesota,0,2.86,17.99
"Santa Fe, New Mexico",35049,Santa Fe,New Mexico,0,27.0,17.96
"Culpeper, Virginia",51047,Culpeper,Virginia,0,9.43,17.92
"Brevard, Florida",12009,Brevard,Florida,0,107.64,17.88
"Fayette, West Virginia",54019,Fayette,West Virginia,0,7.57,17.85
"Fluvanna, Virginia",51065,Fluvanna,Virginia,0,4.86,17.81
"Matanuska-Susitna Borough, Alaska",02170,Matanuska-Susitna Borough,Alaska,0,19.29,17.8
"Pope, Minnesota",27121,Pope,Minnesota,0,2.0,17.78
"Athens, Ohio",39009,Athens,Ohio,0,11.57,17.71
"Monterey, California",06053,Monterey,California,0,76.86,17.71
"Waupaca, Wisconsin",55135,Waupaca,Wisconsin,0,9.0,17.65
"Jackson, Illinois",17077,Jackson,Illinois,0,10.0,17.62
"Magoffin, Kentucky",21153,Magoffin,Kentucky,0,2.14,17.62
"Red Lake, Minnesota",27125,Red Lake,Minnesota,0,0.71,17.61
"Gallatin, Montana",30031,Gallatin,Montana,0,20.14,17.6
"Charles, Maryland",24017,Charles,Maryland,0,28.71,17.59
"St. Charles, Missouri",29183,St. Charles,Missouri,0,70.57,17.55
"Fairbanks North Star Borough, Alaska",02090,Fairbanks North Star Borough,Alaska,0,17.0,17.55
"Vermilion, Illinois",17183,Vermilion,Illinois,0,13.29,17.54
"Granville, North Carolina",37077,Granville,North Carolina,0,10.57,17.49
"Prince George's, Maryland",24033,Prince George's,Maryland,0,159.0,17.49
"Woodford, Illinois",17203,Woodford,Illinois,0,6.71,17.46
"Marquette, Wisconsin",55077,Marquette,Wisconsin,0,2.71,17.43
"Norfolk city, Virginia",51710,Norfolk city,Virginia,0,42.29,17.42
"Fulton, Georgia",13121,Fulton,Georgia,0,185.14,17.4
"Walla Walla, Washington",53071,Walla Walla,Washington,0,10.57,17.4
"Jefferson, Oregon",41031,Jefferson,Oregon,0,4.29,17.38
"Copiah, Mississippi",28029,Copiah,Mississippi,0,4.86,17.31
"Sawyer, Wisconsin",55113,Sawyer,Wisconsin,0,2.86,17.26
"Franklin, Ohio",39049,Franklin,Ohio,0,227.14,17.25
"Madison, Virginia",51113,Madison,Virginia,0,2.29,17.24
"Park, Montana",30067,Park,Montana,0,2.86,17.21
"Baltimore, Maryland",24005,Baltimore,Maryland,0,142.29,17.2
"Howard, Iowa",19089,Howard,Iowa,0,1.57,17.16
"Pepin, Wisconsin",55091,Pepin,Wisconsin,0,1.25,17.15
"Indian River, Florida",12061,Indian River,Florida,0,27.43,17.15
"Douglas, Colorado",08035,Douglas,Colorado,0,60.13,17.12
"Cabarrus, North Carolina",37025,Cabarrus,North Carolina,0,37.0,17.09
"Jim Hogg, Texas",48247,Jim Hogg,Texas,2,0.89,17.09
